Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
473,Koen Casteels\db401046,be BEL,GK,Wolfsburg,de Bundesliga,29-314,1992,27.0,29.8,38.2,78.0,914.6,523.7,4.44,4.48,99.2,13.6,13.7,99.2,11.7,19.9,58.9,0.00,0.00,0.00,0.00,0.37,0.00,0.00,0.04,Matches
474,Jean-Charles Castelletto\e0f3a1f6,cm CMR,DF,Nantes,fr Ligue 1,27-099,1995,24.9,37.5,42.7,87.9,772.1,267.6,12.4,13.5,92.5,19.2,20.8,92.1,5.46,7.63,71.6,0.00,0.00,-0.00,0.20,3.41,0.12,0.04,2.61,Matches
475,Samu Castillejo\130a7a3f,es ESP,FWMF,Milan,it Serie A,27-107,1995,1.4,40.0,48.6,82.4,734.3,167.9,20.7,22.1,93.5,9.29,10.0,92.9,9.29,13.6,68.4,0.00,0.14,-0.14,1.43,2.14,2.86,2.14,2.86,Matches
476,Gonzalo Castro\68829001,de GER,MF,Arminia,de Bundesliga,34-328,1987,4.1,24.1,36.8,65.6,424.9,122.7,11.2,13.4,83.6,9.02,11.7,77.1,2.68,7.80,34.4,0.00,0.02,-0.02,0.73,3.17,0.49,0.24,2.44,Matches
477,Jonny Castro\e28868f3,es ESP,DF,Wolves,eng Premier League,28-063,1994,7.4,45.8,56.2,81.5,771.6,228.8,23.1,26.2,88.1,17.6,21.2,82.8,4.46,6.35,70.2,0.00,0.08,-0.08,0.95,1.89,1.08,0.41,3.24,Matches
478,Gaetano Castrovilli\0728bebe,it ITA,MF,Fiorentina,it Serie A,25-077,1997,15.5,26.5,35.5,74.4,478.6,125.9,11.5,13.7,84.0,11.4,14.1,80.7,2.77,5.48,50.6,0.06,0.10,-0.04,0.97,1.81,1.42,0.06,3.68,Matches
479,Danilo Cataldi\ba3d3bea,it ITA,MF,Lazio,it Serie A,27-272,1994,16.6,61.0,71.1,85.8,1113.3,322.8,27.8,29.6,93.9,24.9,28.3,88.1,7.35,11.7,62.9,0.06,0.11,-0.05,0.90,5.36,0.90,0.00,4.28,Matches
480,Catena\274ab13c,es ESP,DF,Rayo Vallecano,es La Liga,27-189,1994,32.0,37.1,45.3,81.9,965.4,362.2,7.38,8.47,87.1,17.8,19.5,91.0,11.7,16.6,70.3,0.06,0.02,0.04,0.22,2.53,0.06,0.00,2.19,Matches
481,Craig Cathcart\89e4b358,nir NIR,DF,Watford,eng Premier League,33-088,1989,24.6,28.4,34.8,81.4,666.7,186.3,7.03,7.93,88.7,14.8,16.9,87.5,6.42,9.51,67.5,0.04,0.01,0.03,0.08,1.71,0.20,0.04,1.63,Matches
482,Edinson Cavani\527f063d,uy URU,FW,Manchester Utd,eng Premier League,35-080,1987,7.0,21.0,26.6,79.0,302.7,34.0,14.0,15.9,88.3,4.86,7.00,69.4,1.14,2.29,50.0,0.14,0.17,-0.03,0.71,0.43,0.14,0.00,0.71,Matches
483,Dani Ceballos\c0617e2b,es ESP,MF,Real Madrid,es La Liga,25-271,1996,2.5,79.6,87.2,91.3,1513.6,372.0,34.0,36.4,93.4,32.4,34.4,94.2,11.6,14.0,82.9,0.00,0.04,-0.04,0.80,5.20,2.00,0.40,4.40,Matches
484,Pietro Ceccaroni\4d1efb48,it ITA,DF,Venezia,it Serie A,26-135,1995,30.7,41.0,49.3,83.3,841.0,319.4,11.8,13.1,90.1,23.6,25.5,92.2,5.47,9.77,56.0,0.03,0.01,0.03,0.16,2.12,0.13,0.07,2.12,Matches
485,Federico Ceccherini\d9624b51,it ITA,DF,Hellas Verona,it Serie A,29-359,1992,24.0,38.0,47.2,80.7,733.2,259.3,14.9,17.5,85.0,16.8,19.1,87.6,5.58,8.88,62.9,0.00,0.03,-0.03,0.33,2.92,0.25,0.00,3.25,Matches
486,Emil Ceide\98a84572,no NOR,FWDF,Sassuolo,it Serie A,20-244,2001,0.5,18.0,36.0,50.0,222.0,104.0,8.00,14.0,57.1,8.00,12.0,66.7,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,2.00,0.00,6.00,Matches
487,Zeki Çelik\31a62dc7,tr TUR,DF,Lille,fr Ligue 1,25-077,1997,27.0,48.2,60.1,80.2,850.9,328.9,23.2,25.8,90.0,19.4,23.1,84.0,4.85,9.07,53.5,0.07,0.07,0.01,0.78,4.22,1.22,0.37,4.85,Matches
488,Fabien Centonze\3c6bbbab,fr FRA,DF,Metz,fr Ligue 1,26-109,1996,17.6,35.3,43.9,80.4,576.3,251.6,17.8,20.2,88.5,14.7,17.5,83.8,2.22,4.49,49.4,0.06,0.03,0.02,0.57,1.76,0.80,0.34,2.50,Matches
489,Luca Ceppitelli\7d50454d,it ITA,DF,Cagliari,it Serie A,32-267,1989,13.5,41.6,49.7,83.8,845.3,261.3,13.7,14.9,92.0,21.0,23.0,91.0,6.37,10.4,61.0,0.07,0.00,0.07,0.00,1.70,0.15,0.00,2.52,Matches
490,Franco Cervi\5e1028e5,ar ARG,MF,Celta Vigo,es La Liga,27-344,1994,18.2,28.4,38.0,74.7,453.3,114.2,15.3,17.9,85.6,9.78,12.3,79.5,2.31,4.67,49.4,0.16,0.07,0.10,0.60,1.43,0.88,0.33,2.31,Matches
491,Leonardo César Jardim\f5dfc256,br BRA,GK,Lille,fr Ligue 1,27-046,1995,14.0,17.1,24.6,69.3,483.4,317.9,4.00,4.00,100.0,6.86,6.86,100.0,6.07,13.6,44.5,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,Matches
492,Damir Ceter\eade5337,co COL,FW,Cagliari,it Serie A,24-184,1997,0.1,10.0,20.0,50.0,550.0,0.00,0.00,10.0,0.0,0.00,0.00,,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
493,Julian Chabot\ae7058f9,de GER,DF,Sampdoria,it Serie A,24-082,1998,5.4,37.4,45.4,82.4,880.7,317.2,9.81,10.9,89.8,18.3,20.0,91.7,8.89,14.1,63.2,0.00,0.00,0.00,0.00,2.78,0.19,0.00,3.52,Matches
494,Julian Chabot\ae7058f9,de GER,DF,Köln,de Bundesliga,24-082,1998,2.3,52.2,65.2,80.0,1192.6,353.9,13.5,17.0,79.5,26.5,30.0,88.4,12.2,18.3,66.7,0.00,0.00,0.00,0.00,2.17,0.43,0.00,2.61,Matches
495,El Chadaille Bitshiabu\2180c761,fr FRA,DF,Paris S-G,fr Ligue 1,16-354,2005,0.1,60.0,60.0,100.0,1250.0,340.0,40.0,40.0,100.0,10.0,10.0,100.0,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,Matches
496,Nassim Chadli\5c61496e,fr FRA,MFDF,Troyes,fr Ligue 1,20-281,2001,1.1,24.5,39.1,62.8,382.7,107.3,13.6,16.4,83.3,8.18,13.6,60.0,2.73,7.27,37.5,0.00,0.00,0.00,0.91,2.73,0.00,0.00,1.82,Matches
497,Kayky Chagas\17734ea0,br BRA,FW,Manchester City,eng Premier League,18-328,2003,0.1,20.0,20.0,100.0,320.0,0.00,10.0,10.0,100.0,10.0,10.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
498,Mehdi Chahiri\1787195f,ma MAR,MF,Strasbourg,fr Ligue 1,25-284,1996,0.2,15.0,35.0,42.9,265.0,110.0,10.0,15.0,66.7,5.00,20.0,25.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,Matches
499,Trevoh Chalobah\5515376c,eng ENG,DF,Chelsea,eng Premier League,22-304,1999,14.1,63.3,69.5,91.0,1169.5,335.2,24.6,26.2,93.8,32.3,34.2,94.6,6.10,8.44,72.3,0.07,0.01,0.06,0.21,6.17,0.43,0.00,3.40,Matches
500,Calum Chambers\dc6f5bdd,eng ENG,DF,Arsenal,eng Premier League,27-105,1995,1.9,42.6,51.6,82.7,788.9,257.9,18.4,20.0,92.1,18.9,22.1,85.7,5.26,8.95,58.8,0.00,0.05,-0.05,0.53,2.63,0.53,0.53,4.74,Matches
501,Calum Chambers\dc6f5bdd,eng ENG,DF,Aston Villa,eng Premier League,27-105,1995,6.0,42.7,51.7,82.6,942.7,287.2,11.3,12.8,88.3,23.7,26.3,89.9,7.67,12.3,62.2,0.00,0.00,0.00,0.00,3.33,0.33,0.00,2.00,Matches
502,Dylan Chambost\dbde4959,fr FRA,MFFW,Troyes,fr Ligue 1,24-259,1997,8.4,44.6,55.5,80.5,827.7,214.4,19.8,22.0,89.7,18.5,21.9,84.2,5.83,9.52,61.3,0.12,0.07,0.05,0.83,3.45,0.83,0.36,4.17,Matches
503,Timothy Chandler\b3b7f5a6,us USA,DF,Eint Frankfurt,de Bundesliga,32-037,1990,12.5,27.6,41.8,66.0,535.9,252.2,10.2,13.5,75.1,13.9,19.5,71.3,3.28,6.96,47.1,0.00,0.05,-0.05,0.64,2.00,0.64,0.32,3.12,Matches
504,Chapela\9ed40a69,es ESP,MFFW,Cádiz,es La Liga,22-349,1999,4.4,12.7,20.5,62.2,297.3,140.7,3.41,5.23,65.2,5.91,8.18,72.2,2.73,5.45,50.0,0.00,0.05,-0.05,0.45,2.27,0.23,0.00,3.18,Matches
505,Brendan Chardonnet\16aa7d4c,fr FRA,DF,Brest,fr Ligue 1,27-134,1994,27.7,34.0,40.8,83.3,860.1,324.4,6.97,7.65,91.0,16.9,18.0,93.6,9.78,14.4,67.9,0.00,0.01,-0.01,0.36,3.21,0.11,0.04,2.27,Matches
506,Xavier Chavalerin\279ddf6a,fr FRA,MFFW,Troyes,fr Ligue 1,31-059,1991,27.6,26.5,34.9,75.9,476.5,153.0,12.9,15.1,85.8,9.31,11.9,78.1,3.44,6.01,57.2,0.07,0.10,-0.03,0.80,2.32,0.80,0.18,2.61,Matches
507,Xavier Chavalerin\279ddf6a,fr FRA,MFDF,Reims,fr Ligue 1,31-059,1991,2.4,33.3,40.8,81.6,618.3,201.3,15.4,17.1,90.2,12.1,14.6,82.9,4.17,6.25,66.7,0.00,0.04,-0.04,1.25,0.83,1.25,0.42,2.50,Matches
508,Justin Che\3c569f37,us USA,DF,Hoffenheim,de Bundesliga,18-168,2003,0.2,55.0,65.0,84.6,1080.0,350.0,35.0,35.0,100.0,15.0,20.0,75.0,5.00,5.00,100.0,0.00,0.00,0.00,0.00,5.00,0.00,0.00,10.0,Matches
509,Chema\7f203b54,es ESP,MF,Getafe,es La Liga,30-063,1992,0.5,18.0,30.0,60.0,434.0,144.0,8.00,8.00,100.0,2.00,6.00,33.3,8.00,16.0,50.0,0.00,0.00,0.00,2.00,2.00,0.00,0.00,0.00,Matches
510,Rayan Cherki\b34c63a5,fr FRA,FWMF,Lyon,fr Ligue 1,18-261,2003,4.9,40.2,52.7,76.4,652.4,186.5,22.9,26.7,85.5,12.0,13.9,86.8,3.67,8.57,42.9,0.20,0.14,0.06,2.45,3.27,1.22,0.20,4.29,Matches
511,Denis Cheryshev\0ac94a23,ru RUS,MF,Valencia,es La Liga,31-130,1990,5.5,16.7,25.6,65.2,300.4,87.8,7.64,10.4,73.7,6.91,9.64,71.7,1.64,3.82,42.9,0.18,0.05,0.13,0.55,1.09,0.55,0.18,2.00,Matches
512,Daniel Chesters\240c8ab6,eng ENG,MF,West Ham,eng Premier League,20-031,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
513,Giorgio Chiellini\e85fb9b8,it ITA,DF,Juventus,it Serie A,37-264,1984,14.4,52.3,62.0,84.3,1193.6,394.1,11.7,13.2,88.9,27.8,31.1,89.3,11.9,16.4,72.5,0.00,0.02,-0.02,0.49,5.49,0.21,0.00,5.14,Matches
514,Federico Chiesa\b0f7e36c,it ITA,MFFW,Juventus,it Serie A,24-192,1997,9.6,22.8,29.6,77.1,439.7,135.4,10.0,12.0,83.5,8.44,10.5,80.2,3.44,5.52,62.3,0.10,0.13,-0.02,1.77,1.35,1.25,0.63,3.02,Matches
515,Ben Chilwell\d2424d1b,eng ENG,DF,Chelsea,eng Premier League,25-135,1996,6.0,44.0,57.2,77.0,699.7,191.2,22.2,24.3,91.1,18.2,21.8,83.2,2.67,7.83,34.0,0.17,0.15,0.02,1.67,1.17,1.00,0.17,2.17,Matches
516,Chiquinho\dc6c2f02,pt POR,MFDF,Wolves,eng Premier League,22-089,2000,0.6,25.0,41.7,60.0,395.0,190.0,16.7,21.7,76.9,5.00,10.0,50.0,3.33,6.67,50.0,1.67,0.17,1.50,3.33,1.67,3.33,3.33,5.00,Matches
517,Vlad Chiricheș\c316607a,ro ROU,DF,Sassuolo,it Serie A,32-172,1989,24.6,48.9,53.4,91.6,1014.6,284.3,16.5,17.6,93.8,23.1,24.8,93.0,8.62,9.88,87.2,0.00,0.00,-0.00,0.12,1.22,0.04,0.00,1.63,Matches
518,Pedro Chirivella\68a26d51,es ESP,MF,Nantes,fr Ligue 1,24-347,1997,29.3,49.8,58.8,84.7,1044.6,243.4,18.7,19.9,93.8,20.2,22.5,90.0,9.66,14.1,68.5,0.03,0.05,-0.01,0.85,6.72,0.65,0.10,5.12,Matches
519,Joris Chotard\7909ffa4,fr FRA,MF,Montpellier,fr Ligue 1,20-223,2001,29.6,33.8,39.6,85.3,655.8,173.5,13.5,15.1,89.3,13.9,15.6,89.2,5.57,7.40,75.3,0.03,0.02,0.01,0.34,2.23,0.51,0.14,2.53,Matches
520,Hamza Choudhury\7d2d3329,eng ENG,DFMF,Leicester City,eng Premier League,24-216,1997,3.2,40.3,49.4,81.6,711.6,167.5,19.4,21.9,88.6,14.7,17.8,82.5,5.31,7.50,70.8,0.00,0.00,0.00,0.00,0.63,0.00,0.00,1.56,Matches
521,Andreas Christensen\1cb49278,dk DEN,DF,Chelsea,eng Premier League,26-025,1996,15.6,67.6,74.4,90.9,1361.7,391.7,22.5,24.0,93.9,34.0,36.4,93.5,10.3,12.8,80.9,0.00,0.01,-0.01,0.32,5.83,0.45,0.06,4.17,Matches
522,Max Christiansen\e7b899b8,de GER,MF,Greuther Fürth,de Bundesliga,25-222,1996,21.4,32.9,40.4,81.6,634.8,151.0,12.1,14.4,83.8,16.1,18.1,88.7,4.21,6.12,68.7,0.00,0.02,-0.02,0.51,2.20,0.19,0.00,2.90,Matches
523,Carney Chukwuemeka\b2f9c73e,eng ENG,MFFW,Aston Villa,eng Premier League,18-118,2004,2.2,26.8,34.1,78.7,415.5,55.5,13.2,16.4,80.6,11.8,13.2,89.7,1.36,1.36,100.0,0.45,0.45,0.00,0.91,0.45,0.00,0.00,0.91,Matches
524,Samuel Chukwueze\b8a642fc,ng NGA,MF,Villarreal,es La Liga,22-348,1999,12.0,24.7,33.2,74.4,418.3,87.7,12.3,15.4,79.5,9.50,11.9,79.7,2.33,3.75,62.2,0.25,0.33,-0.08,2.00,0.50,1.92,0.25,2.83,Matches
525,Víctor Chust\ec1a731e,es ESP,DF,Cádiz,es La Liga,22-061,2000,19.0,34.3,39.7,86.4,781.6,218.8,9.26,10.2,91.2,16.7,17.8,93.8,7.79,10.8,71.8,0.00,0.00,0.00,0.00,1.79,0.05,0.00,1.53,Matches
526,Riccardo Ciervo\da77b60b,it ITA,MFDF,Sampdoria,it Serie A,20-034,2002,2.5,20.8,29.2,71.2,396.4,90.4,7.60,10.0,76.0,8.80,12.0,73.3,3.20,4.80,66.7,0.40,0.08,0.32,1.60,1.60,0.40,0.40,1.20,Matches
527,Jasper Cillessen\04ac8285,nl NED,GK,Valencia,es La Liga,33-013,1989,15.2,18.2,28.0,64.8,691.3,505.6,2.11,2.11,100.0,5.86,5.92,98.9,9.93,19.7,50.3,0.07,0.00,0.07,0.07,0.53,0.00,0.00,0.13,Matches
528,Pathé Ciss\9a0408b6,sn SEN,MF,Rayo Vallecano,es La Liga,28-050,1994,10.5,35.6,43.0,82.7,737.7,191.9,14.4,16.5,87.3,13.0,14.6,89.5,7.33,10.3,71.3,0.10,0.04,0.06,0.29,4.10,0.19,0.00,3.71,Matches
529,Moustapha Cissé\ee3c4b3f,gn GUI,FW,Atalanta,it Serie A,18-233,2003,0.4,17.5,27.5,63.6,235.0,32.5,10.0,12.5,80.0,5.00,10.0,50.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,Matches
530,Giorgio Cittadini\e4ba67f2,it ITA,DF,Atalanta,it Serie A,20-017,2002,0.0,1,2,50.0,22,21,0,0,,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,1,Matches
531,Ciaran Clark\2b91cf8e,ie IRL,DF,Newcastle Utd,eng Premier League,32-221,1989,11.3,24.4,30.8,79.3,471.9,140.0,7.96,9.12,87.4,13.2,15.0,88.2,2.83,5.84,48.5,0.09,0.03,0.06,0.35,1.06,0.09,0.09,1.33,Matches
532,Alexis Claude-Maurice\741418c3,fr FRA,MF,Nice,fr Ligue 1,23-333,1998,2.3,38.3,43.5,88.0,613.9,125.2,22.2,23.9,92.7,10.9,12.6,86.2,3.48,4.78,72.7,0.87,0.35,0.52,3.48,1.74,1.30,0.43,2.61,Matches
533,Jonathan Clauss\5219ab4a,fr FRA,DF,Lens,fr Ligue 1,29-222,1992,30.9,36.7,54.6,67.2,712.9,324.0,15.5,19.0,81.4,14.9,20.1,74.2,5.70,13.5,42.1,0.32,0.21,0.12,2.07,2.23,1.49,0.52,4.79,Matches
534,Carlos Clerc\33a61a52,es ESP,DF,Levante,es La Liga,30-073,1992,16.8,40.1,52.0,77.1,679.2,270.4,19.5,21.7,90.1,16.4,19.8,83.1,3.15,7.86,40.2,0.00,0.05,-0.05,0.65,3.04,0.83,0.18,4.17,Matches
535,Tom Cleverley\6cdd8245,eng ENG,MF,Watford,eng Premier League,32-266,1989,16.4,26.0,35.3,73.6,441.2,134.7,13.0,15.1,86.2,8.90,11.2,79.3,3.05,7.26,42.0,0.12,0.09,0.03,1.10,2.38,0.61,0.24,2.44,Matches
536,Nathaniel Clyne\0442183b,eng ENG,DF,Crystal Palace,eng Premier League,31-030,1991,11.0,36.6,47.3,77.5,634.9,221.4,16.7,18.4,91.1,16.9,20.8,81.2,2.55,6.36,40.0,0.09,0.05,0.05,0.45,1.55,0.73,0.36,1.27,Matches
537,Conor Coady\2928dca2,eng ENG,DF,Wolves,eng Premier League,29-069,1993,33.8,39.0,43.3,90.0,969.6,272.7,5.83,6.21,93.8,22.6,23.6,95.9,10.3,13.0,79.3,0.00,0.00,0.00,0.03,1.30,0.12,0.00,1.15,Matches
538,Marcus Coco\3010aefb,fr FRA,FWMF,Nantes,fr Ligue 1,25-315,1996,8.5,20.5,29.1,70.4,304.5,100.8,11.4,14.6,78.2,7.76,9.88,78.6,0.94,3.18,29.6,0.12,0.08,0.04,0.71,1.18,0.94,0.59,1.53,Matches
539,Coke\6d8f8441,es ESP,DFMF,Levante,es La Liga,35-009,1987,0.2,95.0,105.0,90.5,1920.0,810.0,40.0,45.0,88.9,45.0,50.0,90.0,10.0,10.0,100.0,0.00,0.00,0.00,5.00,10.0,0.00,0.00,10.0,Matches
540,Séamus Coleman\0420d84f,ie IRL,DF,Everton,eng Premier League,33-206,1988,25.6,31.4,43.0,73.1,556.8,265.3,14.9,17.0,87.6,12.6,17.4,72.4,3.52,7.34,47.9,0.00,0.04,-0.04,0.43,3.16,0.86,0.35,3.05,Matches
541,Álex Collado\85dace26,es ESP,MFFW,Granada,es La Liga,23-013,1999,7.7,26.0,32.9,79.1,471.8,103.9,12.2,14.2,86.2,9.74,11.3,86.2,3.51,5.32,65.9,0.13,0.09,0.04,1.30,2.73,0.65,0.00,2.34,Matches
542,Ebrima Colley\bf356094,gm GAM,FWMF,Spezia,it Serie A,22-093,2000,4.4,19.8,28.9,68.5,363.9,117.3,8.64,10.2,84.4,8.86,12.5,70.9,2.27,5.45,41.7,0.00,0.36,-0.36,1.36,1.36,1.82,0.68,3.18,Matches
543,Omar Colley\8b95acda,gm GAM,DF,Sampdoria,it Serie A,29-193,1992,28.5,39.1,46.5,84.1,830.7,240.5,9.96,11.2,89.0,21.7,23.8,91.4,6.46,10.2,63.2,0.00,0.00,0.00,0.00,2.53,0.04,0.00,2.42,Matches
544,Nathan Collins\a8c19eb8,ie IRL,DF,Burnley,eng Premier League,21-005,2001,14.6,23.6,33.2,70.9,514.6,195.5,6.99,8.90,78.5,11.4,14.0,81.0,4.79,9.38,51.1,0.00,0.03,-0.03,0.21,2.33,0.14,0.00,2.19,Matches
545,Kingsley Coman\042e8a49,fr FRA,FWDF,Bayern Munich,de Bundesliga,25-326,1996,14.1,37.0,47.2,78.2,672.1,157.0,16.2,19.3,83.8,15.9,19.6,80.9,4.18,6.31,66.3,0.14,0.20,-0.06,1.70,1.21,2.77,1.21,3.83,Matches
546,Eray Cömert\15937e17,ch SUI,DF,Valencia,es La Liga,24-090,1998,3.8,29.7,37.6,79.0,695.8,209.7,6.84,7.63,89.7,16.6,17.9,92.6,6.05,11.6,52.3,0.00,0.00,0.00,0.00,2.37,0.00,0.00,1.58,Matches
547,Santi Comesaña\5ae499d0,es ESP,MF,Rayo Vallecano,es La Liga,25-212,1996,27.5,41.5,49.8,83.2,803.6,244.0,16.7,19.5,85.3,17.6,20.0,88.0,6.15,8.07,76.1,0.07,0.08,-0.01,0.91,4.58,0.65,0.11,5.09,Matches
548,Diego Conde\4eae5bc4,es ESP,GK,Getafe,es La Liga,23-189,1998,0.1,0.00,60.0,0.0,0.00,0.00,0.00,0.00,,0.00,0.00,,0.00,60.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
549,Aaron Connolly\27c01749,ie IRL,FW,Brighton,eng Premier League,22-097,2000,1.7,8.82,10.6,83.3,124.7,5.88,5.29,6.47,81.8,3.53,4.12,85.7,0.00,0.00,,0.00,0.24,-0.24,0.59,0.00,0.00,0.00,0.00,Matches
550,Andrea Consigli\8cabdc1e,it ITA,GK,Sassuolo,it Serie A,35-098,1987,34.0,31.4,40.0,78.4,880.6,475.2,6.79,6.88,98.7,12.0,12.3,98.1,12.2,20.5,59.4,0.00,0.00,-0.00,0.03,0.18,0.03,0.00,0.00,Matches
551,Abdu Conté\cfa49cc1,pt POR,DF,Troyes,fr Ligue 1,24-042,1998,12.4,31.3,42.7,73.3,533.5,201.9,15.9,18.5,85.7,12.8,16.7,76.8,2.42,4.92,49.2,0.08,0.18,-0.10,0.81,1.77,0.65,0.40,2.50,Matches
552,Andrea Conti\8fef5412,it ITA,DF,Milan,it Serie A,28-064,1994,0.1,40.0,50.0,80.0,670.0,60.0,30.0,30.0,100.0,0.00,10.0,0.0,10.0,10.0,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
553,Andrea Conti\8fef5412,it ITA,DFMF,Sampdoria,it Serie A,28-064,1994,2.6,23.5,30.0,78.2,353.5,145.0,15.0,17.3,86.7,6.15,9.62,64.0,2.31,2.69,85.7,0.00,0.00,0.00,0.00,1.15,0.38,0.00,1.15,Matches
554,Liam Cooper\dc64b8b3,sct SCO,DF,Leeds United,eng Premier League,30-248,1991,17.2,49.5,57.8,85.5,1080.4,333.7,13.1,14.5,90.4,27.7,29.7,93.3,8.20,12.7,64.7,0.06,0.01,0.05,0.17,1.98,0.00,0.00,2.38,Matches
555,Lucas Copado\8356931a,de GER,FW,Bayern Munich,de Bundesliga,18-115,2004,0.2,20.0,30.0,66.7,170.0,80.0,15.0,25.0,60.0,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
556,Diego Coppola\22ae86f9,it ITA,DF,Hellas Verona,it Serie A,18-128,2003,1.8,27.2,33.3,81.7,563.3,197.2,10.0,11.7,85.7,10.6,13.3,79.2,6.11,7.78,78.6,0.00,0.00,0.00,0.00,1.67,0.00,0.00,2.78,Matches
557,Francis Coquelin\a6951bf8,fr FRA,MF,Villarreal,es La Liga,30-357,1991,7.5,51.1,57.2,89.3,881.3,202.0,23.7,26.1,90.8,19.9,21.5,92.5,5.47,6.53,83.7,0.13,0.08,0.05,1.07,5.07,1.47,0.00,5.33,Matches
558,Sébastien Corchia\0e7ccfc4,fr FRA,DF,Nantes,fr Ligue 1,31-185,1990,13.5,26.0,39.0,66.7,465.9,241.0,10.7,12.8,83.8,12.5,17.4,71.9,2.22,6.30,35.3,0.22,0.04,0.19,0.74,2.30,0.67,0.44,3.70,Matches
559,Sergio Córdova\229cd98a,ve VEN,FWMF,Augsburg,de Bundesliga,24-269,1997,3.6,10.0,15.6,64.3,159.2,37.2,6.39,8.33,76.7,2.50,5.28,47.4,0.83,1.39,60.0,0.00,0.03,-0.03,0.56,1.11,0.28,0.00,1.39,Matches
560,Jack Cork\74e12f1e,eng ENG,MF,Burnley,eng Premier League,32-314,1989,14.6,22.7,30.2,75.3,393.8,100.2,11.6,14.7,79.0,7.26,9.25,78.5,3.29,4.66,70.6,0.00,0.01,-0.01,0.27,2.26,0.21,0.14,1.78,Matches
561,Maxwel Cornet\beb391dd,ci CIV,FWMF,Burnley,eng Premier League,25-220,1996,16.4,14.8,22.7,65.1,218.2,54.4,8.41,11.7,71.9,4.09,5.55,73.6,1.16,3.11,37.3,0.06,0.09,-0.02,0.73,0.49,0.73,0.30,1.28,Matches
562,Maxwel Cornet\beb391dd,ci CIV,DFMF,Lyon,fr Ligue 1,25-220,1996,0.7,47.1,57.1,82.5,752.9,238.6,24.3,27.1,89.5,20.0,21.4,93.3,1.43,7.14,20.0,0.00,0.14,-0.14,1.43,1.43,1.43,1.43,0.00,Matches
563,Jesús Corona\fb938d24,mx MEX,FWDF,Sevilla,es La Liga,29-119,1993,9.6,37.4,48.0,77.9,613.3,144.3,20.8,23.6,88.1,12.0,15.2,78.8,3.44,6.46,53.2,0.42,0.29,0.13,1.77,1.98,1.25,0.31,2.92,Matches
564,Ángel Correa\01eb744d,ar ARG,FWMF,Atlético Madrid,es La Liga,27-057,1995,19.4,24.0,32.6,73.6,336.3,76.0,14.7,17.8,82.4,6.44,8.61,74.9,1.34,2.73,49.1,0.26,0.18,0.08,1.24,1.49,1.03,0.10,2.42,Matches
565,Joaquín Correa\45b9b619,ar ARG,FW,Inter,it Serie A,27-265,1994,9.5,24.5,29.7,82.6,364.1,82.8,14.1,16.8,83.8,7.79,9.05,86.0,1.58,1.89,83.3,0.11,0.14,-0.03,1.68,1.68,1.79,0.11,3.47,Matches
566,Thierry Correia\c78b352d,pt POR,DF,Valencia,es La Liga,23-057,1999,12.3,28.6,41.3,69.3,586.8,273.8,10.7,13.3,80.5,13.2,16.9,77.9,4.39,9.11,48.2,0.00,0.05,-0.05,0.33,2.68,0.73,0.24,3.82,Matches
567,Danny da Costa\5ddb8f9f,de GER,DF,Eint Frankfurt,de Bundesliga,28-296,1993,7.1,26.6,39.9,66.8,516.6,276.5,9.30,12.3,75.9,13.0,18.3,70.8,3.94,7.46,52.8,0.00,0.03,-0.03,0.42,1.97,0.85,0.28,4.93,Matches
568,David Pereira da Costa\59948ef7,pt POR,MFFW,Lens,fr Ligue 1,21-120,2001,13.8,39.8,48.0,82.9,613.8,157.8,21.6,24.0,90.0,14.4,16.4,87.7,2.68,5.00,53.6,0.29,0.20,0.09,2.17,3.91,1.38,0.22,4.13,Matches
569,Hélder Costa\f13d02a6,ao ANG,MF,Leeds United,eng Premier League,28-113,1994,0.2,20.0,20.0,100.0,325.0,0.00,15.0,15.0,100.0,5.00,5.00,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
