Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
1786,Johan Mojica\608f2092,co COL,DF,Elche,es La Liga,29-257,1992,30.7,58.0,47.2,10.8,0.75,0.07,6.84,2.31,3.94,0.07,0.00,0.07,0.00,29.8,15.0,13.2,42.7,2.64,1.92,10.0,0.16,44.2,0.20,1.01,1.76,2.61,Matches
1787,Clinton Mola\29ddfb9c,eng ENG,DF,Stuttgart,de Bundesliga,21-051,2001,1.3,92.3,88.5,3.85,0.00,0.00,13.1,2.31,0.00,0.00,0.00,0.00,0.00,76.9,7.69,7.69,70.0,13.8,3.08,3.85,0.00,84.6,0.00,0.77,1.54,0.00,Matches
1788,Jorge Molina\43f71e77,es ESP,FW,Granada,es La Liga,40-013,1982,18.5,24.3,23.6,0.76,0.00,0.16,9.62,0.43,0.49,0.00,0.00,0.00,0.00,12.3,5.35,6.65,6.05,10.8,2.49,0.16,0.70,15.9,0.11,0.76,0.97,1.14,Matches
1789,Nahuel Molina\23610943,ar ARG,DF,Udinese,it Serie A,24-154,1997,26.6,41.3,36.3,4.96,0.45,0.00,4.62,1.35,2.67,0.68,0.23,0.30,0.00,23.9,8.27,9.06,3.35,32.3,1.02,3.83,0.34,29.2,0.19,0.94,2.22,1.13,Matches
1790,Cristian Molinaro\1c8c5aed,it ITA,DF,Venezia,it Serie A,38-279,1983,6.1,53.0,43.1,9.84,0.49,0.00,3.77,0.82,1.80,0.00,0.00,0.00,0.00,26.9,10.3,15.7,38.4,2.95,1.64,9.34,0.16,40.3,0.00,0.82,1.64,1.48,Matches
1791,Florent Mollet\7e82a78f,fr FRA,FWMF,Montpellier,fr Ligue 1,30-167,1991,26.5,41.1,37.6,3.51,1.13,0.08,6.34,1.25,1.92,1.92,0.75,0.72,0.00,30.0,4.42,6.72,5.70,32.8,1.51,0.42,0.23,33.1,0.23,0.75,1.17,1.32,Matches
1792,Jon Moncayola\9939e168,es ESP,MF,Osasuna,es La Liga,23-357,1998,30.2,41.4,38.8,2.65,1.56,0.00,7.09,2.45,1.66,0.76,0.26,0.40,0.10,25.0,5.63,10.8,3.51,34.8,1.92,0.30,0.10,31.9,0.26,1.09,0.93,1.23,Matches
1793,Monchu\8ac501f5,es ESP,MF,Granada,es La Liga,22-234,1999,7.4,46.5,44.2,2.30,1.62,0.00,6.76,1.76,0.54,0.41,0.27,0.00,0.00,30.9,5.68,9.86,3.24,38.0,3.51,0.27,0.41,38.4,0.00,1.49,0.95,0.54,Matches
1794,Thomas Monconduit\84d94b91,fr FRA,MF,Lorient,fr Ligue 1,31-084,1991,23.4,51.2,47.3,3.89,2.18,0.04,9.10,3.16,0.73,0.98,0.34,0.30,0.26,35.4,5.73,10.1,8.72,37.8,2.74,0.26,0.26,39.7,0.09,1.28,1.92,0.98,Matches
1795,Gonzalo Montiel\374d5158,ar ARG,DF,Sevilla,es La Liga,25-124,1997,10.5,61.3,52.5,8.86,0.67,0.00,7.24,0.86,2.67,0.00,0.00,0.00,0.00,35.7,13.4,12.2,4.00,45.8,2.38,8.19,0.19,48.1,0.19,1.43,1.71,2.57,Matches
1796,Lorenzo Montipò\c1d95617,it ITA,GK,Hellas Verona,it Serie A,26-074,1996,32.0,28.7,19.4,9.22,2.41,0.00,1.97,0.72,0.00,0.00,0.00,0.00,0.00,8.47,1.09,19.1,2.41,21.0,0.03,0.00,3.59,15.9,0.28,1.44,0.25,0.00,Matches
1797,Ángel Montoro\719384c1,es ESP,MF,Granada,es La Liga,33-314,1988,14.8,44.8,38.9,5.95,3.51,0.07,7.03,2.70,0.95,1.82,0.68,0.74,0.20,27.1,5.74,12.0,3.85,38.2,2.09,0.07,0.20,33.7,0.07,1.08,1.55,1.22,Matches
1798,Martín Montoya\5cec2487,es ESP,DF,Betis,es La Liga,31-021,1991,5.8,54.0,46.0,7.93,0.86,0.00,4.66,1.38,1.90,0.00,0.00,0.00,0.00,36.4,9.14,8.45,7.59,36.4,2.07,7.07,0.00,44.1,0.00,1.21,0.52,0.52,Matches
1799,Wesley Moraes\bfae110f,br BRA,FW,Aston Villa,eng Premier League,25-160,1996,0.0,2,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,Matches
1800,Álvaro Morata\129af0db,es ESP,FW,Juventus,it Serie A,29-194,1992,24.7,26.5,25.7,0.73,0.08,0.08,5.75,0.73,1.09,0.00,0.00,0.00,0.00,17.7,5.26,3.52,2.87,20.9,0.89,0.08,0.57,20.0,0.00,0.45,0.97,1.17,Matches
1801,Jan Morávek\e7d22eae,cz CZE,MF,Augsburg,de Bundesliga,32-185,1989,5.2,35.4,35.0,0.38,0.38,0.00,8.27,1.73,0.58,0.00,0.00,0.00,0.00,21.0,4.04,10.4,4.81,25.0,3.85,0.00,0.19,25.2,0.19,0.00,0.96,0.77,Matches
1802,Jon Morcillo\b7d7f3bf,es ESP,MF,Athletic Club,es La Liga,23-232,1998,0.6,56.7,55.0,1.67,0.00,0.00,11.7,3.33,10.0,1.67,0.00,0.00,0.00,33.3,6.67,16.7,48.3,3.33,5.00,0.00,0.00,33.3,0.00,6.67,1.67,3.33,Matches
1803,Jérémy Morel\e97150c0,mg MAD,DF,Lorient,fr Ligue 1,38-033,1984,3.7,41.6,40.5,1.08,0.81,0.00,5.41,2.43,0.00,0.00,0.00,0.00,0.00,29.2,3.51,8.92,29.5,8.65,2.70,0.27,0.27,34.1,0.00,1.35,0.54,0.00,Matches
1804,Alberto Moreno\11b9265b,es ESP,MFDF,Villarreal,es La Liga,29-304,1992,13.6,45.8,41.5,4.34,1.32,0.00,6.69,0.81,2.35,0.88,0.51,0.00,0.00,32.9,6.10,6.76,39.7,1.91,1.25,2.13,0.29,36.8,0.59,0.74,1.18,1.47,Matches
1805,Álex Moreno\16e9d0ea,es ESP,DF,Betis,es La Liga,28-331,1993,22.9,52.8,42.3,10.4,0.79,0.04,5.76,0.61,2.79,0.00,0.00,0.00,0.00,28.1,13.4,11.3,35.4,3.41,3.28,9.65,0.22,39.0,0.17,1.09,2.01,2.10,Matches
1806,Gerard Moreno\81f0781e,es ESP,FW,Villarreal,es La Liga,30-028,1992,13.2,35.8,35.0,0.76,0.00,0.38,8.94,0.98,0.98,0.00,0.00,0.00,0.00,23.7,6.29,5.76,26.2,6.21,0.83,0.38,0.38,24.5,0.23,0.76,1.97,2.50,Matches
1807,Tete Morente\004d185e,es ESP,MF,Elche,es La Liga,25-152,1996,16.0,32.0,30.6,1.38,0.31,0.00,5.06,0.88,2.31,0.50,0.13,0.31,0.00,20.4,6.00,5.63,3.63,24.6,1.88,0.56,0.31,22.4,0.00,0.69,1.38,2.13,Matches
1808,Ilaix Moriba\f4c69aa6,gn GUI,MF,RB Leipzig,de Bundesliga,19-106,2003,0.4,50.0,45.0,5.00,5.00,0.00,20.0,2.50,0.00,0.00,0.00,0.00,0.00,42.5,5.00,2.50,7.50,40.0,0.00,0.00,2.50,42.5,0.00,0.00,2.50,0.00,Matches
1809,Ilaix Moriba\f4c69aa6,gn GUI,MF,Valencia,es La Liga,19-106,2003,5.4,29.4,28.5,0.93,0.93,0.00,8.33,1.11,0.56,0.00,0.00,0.00,0.00,19.3,3.33,6.85,2.78,22.6,1.85,0.00,0.19,21.7,0.56,0.56,0.37,0.74,Matches
1810,Manu Morlanes\a0255c67,es ESP,MF,Espanyol,es La Liga,23-113,1999,12.2,50.8,48.0,2.87,2.70,0.00,8.36,1.48,0.41,0.00,0.00,0.00,0.00,40.0,3.61,7.21,6.89,40.8,1.64,0.16,0.08,44.3,0.25,0.49,0.98,0.74,Matches
1811,Raúl Moro\919dd4b1,es ESP,FW,Lazio,it Serie A,19-151,2002,2.2,39.5,38.2,1.36,0.00,0.00,5.00,0.00,1.82,0.00,0.00,0.00,0.00,30.5,5.00,4.09,7.27,28.6,1.82,1.36,0.00,34.1,0.00,0.00,0.91,0.45,Matches
1812,Loren Morón\3aa4a3be,es ESP,FWMF,Espanyol,es La Liga,28-126,1993,6.3,15.1,14.3,0.79,0.00,0.00,5.71,0.16,0.79,0.00,0.00,0.00,0.00,7.14,5.56,2.38,0.48,9.84,0.95,0.00,0.63,9.05,0.00,0.16,0.79,1.90,Matches
1813,Loren Morón\3aa4a3be,es ESP,FW,Betis,es La Liga,28-126,1993,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1814,Tyler Morton\2bc28bb9,eng ENG,MF,Liverpool,eng Premier League,19-186,2002,0.7,52.9,52.9,0.00,0.00,0.00,10.0,4.29,0.00,0.00,0.00,0.00,0.00,35.7,4.29,12.9,0.00,45.7,2.86,0.00,0.00,45.7,0.00,0.00,1.43,1.43,Matches
1815,Cristhian Mosquera\dc1ce4f5,co COL,DF,Valencia,es La Liga,17-312,2004,2.4,31.7,30.4,1.25,0.42,0.00,3.33,1.67,0.00,0.00,0.00,0.00,0.00,23.3,2.50,5.83,4.17,24.6,2.08,0.42,0.00,27.9,0.00,0.00,0.42,0.00,Matches
1816,Lebo Mothiba\3eaf8817,za RSA,FWMF,Troyes,fr Ligue 1,26-097,1996,5.7,21.2,20.4,0.88,0.00,0.00,7.37,0.18,0.53,0.00,0.00,0.00,0.00,17.0,2.46,1.75,1.93,16.3,0.88,0.00,1.05,17.9,0.00,0.18,0.53,0.70,Matches
1817,Lebo Mothiba\3eaf8817,za RSA,FW,Strasbourg,fr Ligue 1,26-097,1996,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1818,Andrei Motoc\b64073a0,ro ROU,DF,Salernitana,it Serie A,20-124,2002,1.0,22.0,22.0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,14.0,1.00,7.00,1.00,21.0,0.00,0.00,0.00,18.0,0.00,0.00,0.00,0.00,Matches
1819,Baptiste Mouazan\81ac108d,fr FRA,MF,Lorient,fr Ligue 1,20-220,2001,1.1,29.1,29.1,0.00,0.00,0.00,4.55,0.91,1.82,0.00,0.00,0.00,0.00,21.8,3.64,3.64,4.55,24.5,0.00,0.00,0.00,22.7,0.00,0.91,0.00,1.82,Matches
1820,Aimen Moueffek\2591b066,fr FRA,MF,Saint-Étienne,fr Ligue 1,21-026,2001,4.6,48.7,48.5,0.22,0.22,0.00,7.39,0.65,0.22,0.00,0.00,0.00,0.00,40.4,3.91,4.35,4.13,40.7,1.96,0.00,0.22,42.6,0.00,0.22,0.87,0.65,Matches
1821,Youssoufa Moukoko\6ce43701,de GER,FWMF,Dortmund,de Bundesliga,17-166,2004,2.3,17.8,16.1,1.74,0.00,0.00,5.22,0.00,0.43,0.00,0.00,0.00,0.00,13.5,4.35,0.00,12.6,3.91,0.43,0.00,0.43,14.8,0.00,0.00,0.87,0.43,Matches
1822,Harold Moukoudi\5f26e0c5,cm CMR,DF,Saint-Étienne,fr Ligue 1,24-159,1997,17.1,50.4,48.6,1.75,1.40,0.00,3.16,2.69,0.00,0.00,0.00,0.00,0.00,40.5,4.33,5.56,8.83,37.4,2.75,0.35,0.18,45.8,0.00,0.41,1.11,0.35,Matches
1823,Jessy Moulin\28a65a2c,fr FRA,GK,Troyes,fr Ligue 1,36-112,1986,5.0,33.2,18.8,14.4,4.20,0.00,1.60,0.60,0.00,0.00,0.00,0.00,0.00,15.2,1.40,16.6,1.20,24.8,0.00,0.00,5.60,21.0,0.00,2.20,0.40,0.00,Matches
1824,Steve Mounié\19ba6c6d,bj BEN,FW,Brest,fr Ligue 1,27-218,1994,23.4,29.0,28.7,0.30,0.00,0.00,12.9,0.26,0.43,0.00,0.00,0.00,0.00,12.9,7.61,8.42,2.74,13.7,3.80,0.00,0.21,17.9,0.13,1.32,1.24,1.03,Matches
1825,Mason Mount\9674002f,eng ENG,MFFW,Chelsea,eng Premier League,23-115,1999,24.3,47.6,43.1,4.44,0.53,0.21,7.86,1.69,3.00,3.62,1.48,1.73,0.08,34.8,5.02,7.74,4.61,41.3,0.91,0.16,0.16,37.0,0.21,0.45,1.60,1.73,Matches
1826,Lucas Moura\2b622f01,br BRA,FWMF,Tottenham,eng Premier League,29-265,1992,18.4,38.0,37.1,0.87,0.33,0.33,7.88,0.16,1.09,0.05,0.00,0.00,0.00,28.2,4.57,5.22,4.29,30.0,1.25,0.33,0.33,28.5,0.43,0.33,2.23,1.20,Matches
1827,Lys Mousset\d9cfca3d,fr FRA,FWMF,Salernitana,it Serie A,26-086,1996,1.8,26.7,22.2,4.44,0.00,0.00,8.33,0.00,0.56,0.00,0.00,0.00,0.00,20.6,4.44,1.67,3.33,21.7,0.56,0.56,0.56,21.7,0.00,0.00,1.11,2.22,Matches
1828,João Moutinho\f5a00fa4,pt POR,MF,Wolves,eng Premier League,35-239,1986,29.1,61.1,55.8,5.26,2.71,0.10,10.3,3.40,1.00,2.23,0.41,1.20,0.10,41.3,7.63,12.2,4.19,53.3,2.85,0.21,0.17,51.6,0.10,0.69,1.20,1.07,Matches
1829,Samuel Moutoussamy\af0c835b,cd COD,MF,Nantes,fr Ligue 1,25-266,1996,14.8,43.0,42.0,1.08,0.88,0.00,7.30,0.81,0.27,0.00,0.00,0.00,0.00,34.3,3.78,5.00,36.7,3.85,1.35,0.20,0.27,36.4,0.20,0.41,0.95,1.15,Matches
1830,Toni Moya\9e098912,es ESP,MF,Alavés,es La Liga,24-046,1998,14.8,38.3,31.1,7.16,3.72,0.07,4.26,4.05,1.89,3.31,1.01,1.82,0.14,21.5,3.31,13.5,2.70,32.2,2.43,0.07,0.14,26.3,0.34,1.22,1.55,0.68,Matches
1831,Samuel Mráz\be6c1ccc,sk SVK,FW,Spezia,it Serie A,24-357,1997,0.6,18.3,15.0,3.33,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,11.7,5.00,1.67,3.33,11.7,1.67,0.00,0.00,13.3,0.00,0.00,0.00,0.00,Matches
1832,Nordi Mukiele\ac73ec79,fr FRA,DF,RB Leipzig,de Bundesliga,24-185,1997,19.5,55.9,47.7,8.15,1.03,0.00,8.26,0.92,1.90,0.00,0.00,0.00,0.00,31.2,11.6,13.1,3.64,41.1,2.56,7.03,0.05,42.1,0.05,0.56,2.62,2.62,Matches
1833,Mert Müldür\1295552e,tr TUR,DF,Sassuolo,it Serie A,23-032,1999,19.9,53.5,45.6,7.84,1.11,0.05,4.37,1.01,1.41,0.00,0.00,0.00,0.00,35.4,9.65,8.39,3.27,42.0,0.95,6.73,0.20,43.1,0.05,0.85,2.11,1.56,Matches
1834,Florian Müller\cbac6ec9,de GER,GK,Stuttgart,de Bundesliga,24-173,1997,28.0,34.1,24.8,9.36,1.43,0.00,1.64,0.54,0.00,0.00,0.00,0.00,0.00,23.6,1.43,9.07,19.1,9.29,0.00,0.07,4.89,29.0,0.04,0.32,0.21,0.00,Matches
1835,Thomas Müller\3c6089ab,de GER,MF,Bayern Munich,de Bundesliga,32-234,1989,26.8,53.0,49.5,3.51,0.37,0.41,11.0,0.93,2.69,0.45,0.11,0.19,0.04,33.8,9.85,9.29,9.96,37.5,2.28,1.68,0.45,39.4,0.37,0.75,2.31,2.05,Matches
1836,Bali Mumba\2d760d7b,eng ENG,DF,Norwich City,eng Premier League,20-209,2001,0.5,20.0,20.0,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,14.0,2.00,4.00,8.00,10.0,2.00,0.00,0.00,14.0,2.00,0.00,0.00,0.00,Matches
1837,Marshall Munetsi\2acf0cd7,zw ZIM,MFDF,Reims,fr Ligue 1,25-317,1996,17.9,31.1,30.6,0.56,0.56,0.06,4.19,0.67,0.11,0.00,0.00,0.00,0.00,21.1,4.36,5.64,4.53,23.4,2.18,0.00,0.00,25.4,0.22,1.01,0.95,0.50,Matches
1838,Iker Muniain\c05dfb74,es ESP,MF,Athletic Club,es La Liga,29-137,1992,26.9,51.0,41.7,9.33,3.27,0.07,6.84,2.19,2.64,4.20,0.86,2.12,0.07,36.1,5.65,9.29,1.97,47.1,0.78,0.67,0.33,40.0,0.41,0.78,2.04,0.93,Matches
1839,Aihen Muñoz\228b0d9d,es ESP,DF,Real Sociedad,es La Liga,24-262,1997,14.8,50.6,39.8,10.8,1.62,0.07,5.20,0.74,2.23,0.07,0.07,0.00,0.00,29.9,9.19,11.5,34.3,3.78,2.30,9.12,0.07,38.8,0.07,1.01,1.76,2.16,Matches
1840,Luis Muriel\eb2fe5b6,co COL,FWMF,Atalanta,it Serie A,31-019,1991,15.5,45.5,39.6,5.94,1.16,0.26,10.6,2.06,2.00,3.16,1.10,1.42,0.06,30.5,7.29,7.81,5.55,35.7,1.23,0.45,0.58,33.4,0.19,1.10,2.58,1.16,Matches
1841,Jeison Murillo\b233e8e4,co COL,DF,Celta Vigo,es La Liga,29-343,1992,12.0,57.8,56.0,1.83,1.75,0.00,3.42,2.50,0.00,0.00,0.00,0.00,0.00,45.6,4.25,8.00,13.8,39.6,2.58,0.08,0.33,51.8,0.17,0.83,0.67,0.25,Matches
1842,Vedat Muriqi\0cadc46d,xk KVX,FW,Mallorca,es La Liga,28-011,1994,12.0,27.1,26.3,0.75,0.00,0.00,12.1,0.25,0.58,0.00,0.00,0.00,0.00,13.0,7.08,7.00,12.7,3.50,3.25,0.00,0.50,14.8,0.00,0.42,1.33,1.25,Matches
1843,Vedat Muriqi\0cadc46d,xk KVX,FW,Lazio,it Serie A,28-011,1994,2.4,28.8,27.1,1.67,0.00,0.42,7.08,0.00,0.42,0.00,0.00,0.00,0.00,14.6,9.58,4.58,13.8,5.00,5.00,0.00,0.42,19.2,0.00,0.83,0.83,1.25,Matches
1844,Jacob Murphy\de112b84,eng ENG,DFFW,Newcastle Utd,eng Premier League,27-070,1995,15.2,36.0,30.3,5.66,0.59,0.00,5.53,0.72,2.96,0.26,0.26,0.00,0.00,17.9,10.5,7.57,5.72,22.7,2.11,4.80,0.07,23.0,0.13,0.92,2.24,2.63,Matches
1845,Nicola Murru\d183e9d6,it ITA,DF,Sampdoria,it Serie A,27-140,1994,10.9,43.0,35.2,7.80,0.73,0.09,5.50,0.83,1.83,0.00,0.00,0.00,0.00,21.8,7.06,14.1,31.5,2.75,1.10,7.06,0.00,28.7,0.46,0.73,2.02,1.74,Matches
1846,Yunus Musah\b51b1b9c,us USA,MF,Valencia,es La Liga,19-157,2002,12.8,27.7,25.8,1.95,0.39,0.00,5.70,1.02,1.72,0.08,0.00,0.08,0.00,19.5,4.38,3.83,2.81,21.2,1.64,1.02,0.08,20.1,0.31,0.39,1.41,1.80,Matches
1847,Torben Müsel\d01b9ad6,de GER,MF,M'Gladbach,de Bundesliga,22-284,1999,0.1,20.0,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,0.00,20.0,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,Matches
1848,Jamal Musiala\2c0558b8,de GER,MFFW,Bayern Munich,de Bundesliga,19-068,2003,15.3,45.3,44.4,0.92,0.20,0.07,12.0,0.33,0.46,0.00,0.00,0.00,0.00,37.8,5.03,2.42,3.40,38.9,0.92,0.52,1.05,37.8,0.26,0.20,2.22,1.37,Matches
1849,Juan Musso\a111cf41,ar ARG,GK,Atalanta,it Serie A,27-364,1994,29.6,29.1,21.0,8.14,1.76,0.00,1.79,0.71,0.00,0.00,0.00,0.00,0.00,13.5,2.57,13.1,1.55,21.6,0.00,0.00,4.90,21.6,0.17,0.84,0.44,0.07,Matches
1850,Shkodran Mustafi\3f2d59fe,de GER,DF,Levante,es La Liga,30-018,1992,7.3,49.0,47.1,1.92,1.64,0.00,6.71,2.47,0.00,0.00,0.00,0.00,0.00,32.6,3.42,13.0,2.47,39.9,3.97,0.14,0.00,38.5,0.27,0.96,0.55,0.41,Matches
1851,Enock Mwepu\1d5cab82,zm ZAM,MFFW,Brighton,eng Premier League,24-124,1998,10.9,36.4,36.1,0.37,0.18,0.09,7.80,0.64,0.83,0.00,0.00,0.00,0.00,25.8,5.60,5.05,3.94,28.9,2.39,0.09,0.46,27.4,0.00,0.55,1.93,1.19,Matches
1852,Vitaliy Mykolenko\30d4a2e5,ua UKR,DF,Everton,eng Premier League,22-341,1999,8.0,40.6,28.9,11.8,1.38,0.13,6.13,0.13,2.38,0.00,0.00,0.00,0.00,18.5,10.9,11.3,26.4,1.00,1.88,10.4,0.13,29.3,0.00,1.00,0.63,1.25,Matches
1853,Joakim Mæhle\c459a650,dk DEN,DF,Atalanta,it Serie A,24-350,1997,15.2,55.3,47.0,8.29,0.53,0.07,6.18,0.59,1.84,0.07,0.00,0.00,0.00,36.0,12.0,7.37,6.05,39.7,1.05,7.70,0.13,45.5,0.20,0.72,1.78,1.51,Matches
1854,Obite N'Dicka\441197b8,fr FRA,DF,Eint Frankfurt,de Bundesliga,22-258,1999,30.0,57.3,55.4,1.83,1.10,0.00,7.37,0.77,0.30,0.00,0.00,0.00,0.00,43.0,4.90,9.40,43.9,7.90,2.23,0.73,0.17,48.5,0.13,1.07,0.97,0.60,Matches
1855,Kévin N'Doram\e50623a0,fr FRA,MF,Metz,fr Ligue 1,26-103,1996,13.3,38.0,36.6,1.35,1.35,0.00,4.81,1.13,0.15,0.00,0.00,0.00,0.00,28.5,4.44,5.04,2.56,33.0,1.43,0.00,0.15,31.5,0.08,0.38,1.88,0.53,Matches
1856,Eric N'Jo\b85e57bb,fr FRA,DF,Troyes,fr Ligue 1,17-338,2004,1.1,27.3,26.4,0.91,0.91,0.00,3.64,0.00,0.00,0.00,0.00,0.00,0.00,21.8,0.91,4.55,1.82,22.7,0.00,0.00,0.91,22.7,0.00,0.91,2.73,0.00,Matches
1857,Vital N'Simba\249ac66d,cd COD,DF,Clermont Foot,fr Ligue 1,28-301,1993,28.1,60.0,49.4,10.6,0.89,0.07,8.04,1.60,2.81,0.11,0.00,0.11,0.00,36.0,13.2,10.7,45.1,3.99,0.85,9.61,0.04,46.7,0.14,0.89,2.85,1.78,Matches
1858,Nacho\2946f9a1,es ESP,DF,Real Madrid,es La Liga,32-107,1990,13.4,61.5,57.2,4.33,1.19,0.00,3.28,0.45,0.45,0.00,0.00,0.00,0.00,51.0,5.45,5.07,11.5,45.1,1.27,2.69,0.07,57.1,0.15,0.75,0.52,0.45,Matches
1859,Mickael Nade\a6b6fa6e,fr FRA,DF,Saint-Étienne,fr Ligue 1,23-062,1999,26.8,42.1,40.7,1.31,1.23,0.04,5.26,1.34,0.04,0.00,0.00,0.00,0.00,32.1,3.43,6.53,34.1,4.10,2.13,0.07,0.19,34.6,0.07,0.82,1.19,0.30,Matches
1860,Marvelous Nakamba\de5b5570,zw ZIM,MF,Aston Villa,eng Premier League,28-106,1994,8.4,37.3,36.3,0.95,0.83,0.00,4.76,0.24,0.12,0.00,0.00,0.00,0.00,30.5,2.50,4.29,30.1,4.29,2.02,0.00,0.12,32.1,0.12,0.24,1.31,0.48,Matches
1861,Nahitan Nández\95facda1,uy URU,MFDF,Cagliari,it Serie A,26-128,1995,15.5,37.4,34.8,2.52,0.26,0.00,7.23,1.48,2.52,0.13,0.00,0.06,0.00,22.1,5.81,9.42,2.19,28.3,2.26,2.06,0.26,26.2,0.19,0.65,1.10,1.81,Matches
1862,Nani\15e9c7e6,pt POR,FWMF,Venezia,it Serie A,35-169,1986,3.2,40.0,35.9,4.06,0.94,0.00,7.50,1.88,2.50,0.63,0.31,0.31,0.00,24.4,6.88,8.75,4.38,29.7,2.19,1.88,0.63,29.1,0.31,0.00,2.50,1.25,Matches
1863,Paul Nardi\2d70dbe5,fr FRA,GK,Lorient,fr Ligue 1,27-352,1994,22.0,24.4,13.5,11.0,2.95,0.05,0.91,0.68,0.00,0.00,0.00,0.00,0.00,9.14,0.91,14.4,1.82,18.3,0.05,0.00,3.41,13.5,0.09,1.00,0.14,0.05,Matches
1864,Nikolas Nartey\30261ba1,dk DEN,MFDF,Stuttgart,de Bundesliga,22-072,2000,4.5,44.9,40.2,4.67,0.89,0.00,9.56,0.89,1.78,0.00,0.00,0.00,0.00,28.2,9.11,7.56,31.8,5.33,1.11,3.78,0.44,33.8,0.00,0.44,2.00,1.56,Matches
1865,Matija Nastasić\f35430a4,rs SRB,DF,Fiorentina,it Serie A,29-038,1993,2.4,62.5,61.7,0.83,0.83,0.00,3.33,4.17,0.00,0.00,0.00,0.00,0.00,52.1,3.33,7.08,50.0,10.0,2.08,0.00,0.00,57.9,0.00,0.00,0.83,0.00,Matches
1866,Roberto Navarro\c997b942,es ESP,MFFW,Real Sociedad,es La Liga,20-023,2002,2.2,42.3,40.9,1.36,0.91,0.45,8.64,0.45,0.91,0.00,0.00,0.00,0.00,29.1,7.73,5.45,2.73,35.9,2.27,0.45,0.00,34.5,0.91,0.00,1.82,1.82,Matches
1867,Ximo Navarro\8db394aa,es ESP,DF,Alavés,es La Liga,32-102,1990,12.3,39.6,30.0,9.59,0.89,0.08,3.90,1.22,1.54,0.00,0.00,0.00,0.00,19.2,6.50,13.9,2.85,25.0,2.03,8.70,0.24,28.0,0.16,1.46,0.73,1.38,Matches
1868,Jesús Navas\3f10bd22,es ESP,DF,Sevilla,es La Liga,36-165,1985,17.4,69.3,58.7,10.6,1.03,0.00,7.87,2.82,4.37,0.06,0.00,0.06,0.00,38.9,14.7,15.7,3.68,53.7,2.01,9.48,0.23,54.2,0.23,1.15,2.36,2.24,Matches
1869,Keylor Navas\ecada4fc,cr CRC,GK,Paris S-G,fr Ligue 1,35-141,1986,18.7,27.4,19.5,7.97,1.12,0.00,1.87,0.37,0.00,0.00,0.00,0.00,0.00,22.2,1.55,3.64,3.05,19.0,0.00,0.00,4.92,25.0,0.00,0.37,0.48,0.05,Matches
1870,Papa Ndiaga Yade\87e9c7cd,sn SEN,DFMF,Metz,fr Ligue 1,22-120,2000,7.2,40.1,33.5,6.67,0.14,0.00,4.86,1.39,3.47,0.14,0.00,0.00,0.00,24.7,7.50,7.92,29.9,2.92,0.69,6.25,0.14,29.0,0.14,1.11,1.67,1.67,Matches
1871,Loum Ndiaye\bcfc4473,sn SEN,MF,Alavés,es La Liga,25-126,1996,22.8,31.5,31.2,0.26,0.26,0.00,6.75,1.23,0.13,0.00,0.00,0.00,0.00,20.0,4.56,6.93,3.16,23.4,1.97,0.00,0.26,23.2,0.04,1.05,1.40,0.83,Matches
1872,Wilfred Ndidi\6b47c5db,ng NGA,MFDF,Leicester City,eng Premier League,25-140,1996,18.0,51.1,49.8,1.22,1.11,0.00,9.17,1.00,0.11,0.00,0.00,0.00,0.00,37.8,5.61,7.61,5.61,40.3,2.89,0.11,0.17,42.1,0.11,0.89,1.33,1.11,Matches
1873,Tanguy Ndombele\5cdddffa,fr FRA,MF,Tottenham,eng Premier League,25-128,1996,5.4,48.9,47.4,1.48,0.37,0.00,6.30,0.37,0.37,0.00,0.00,0.00,0.00,44.6,2.59,1.67,3.70,44.1,0.56,0.00,0.19,42.2,0.00,0.19,2.22,1.30,Matches
1874,Tanguy Ndombele\5cdddffa,fr FRA,MF,Lyon,fr Ligue 1,25-128,1996,6.4,66.9,64.5,2.34,2.19,0.31,10.6,1.56,0.63,0.00,0.00,0.00,0.00,58.9,4.06,3.91,5.63,59.2,1.09,0.16,0.00,59.8,0.16,0.47,2.34,1.09,Matches
1875,Dan Ndoye\8e697a8f,ch SUI,FWMF,Nice,fr Ligue 1,21-192,2000,2.3,23.5,23.0,0.43,0.00,0.00,6.96,0.43,0.87,0.00,0.00,0.00,0.00,17.0,2.17,4.35,2.61,17.8,1.30,0.00,0.43,16.5,0.43,0.43,2.17,0.00,Matches
