Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
1295,Jens Jønsson\53520a67,dk DEN,MF,Cádiz,es La Liga,29-115,1993,14.5,33.1,3.45,12.1,17.2,5.45,1.17,32.8,0.41,0.55,75.0,0.41,0.00,15.9,75.8,23.9,0.76,0.34,0.00,0.90,0.41,17.6,14.3,81.6,1.03,Matches
1296,Mathias Jørgensen\0db5d2c8,dk DEN,DF,Brentford,eng Premier League,32-012,1990,5.8,65.9,5.17,28.1,27.6,13.4,0.69,54.1,0.00,0.00,,0.00,0.00,29.5,156.7,105.0,1.90,0.86,0.00,0.17,0.34,35.2,33.4,95.1,0.17,Matches
1297,Ozan Kabak\2d61d13a,tr TUR,DF,Norwich City,eng Premier League,22-041,2000,10.2,50.4,7.35,31.9,20.4,1.57,0.49,48.8,1.37,1.76,77.8,1.37,0.00,31.3,165.8,92.9,1.47,0.29,0.00,0.29,0.59,32.6,31.4,96.1,0.00,Matches
1298,Christian Kabasele\914ab9a1,be BEL,DF,Watford,eng Premier League,31-070,1991,10.3,45.2,9.03,29.5,16.4,1.36,0.58,44.6,0.00,0.10,0.0,0.10,0.00,23.3,103.2,41.3,0.78,0.00,0.00,0.00,0.29,24.4,24.1,98.8,0.10,Matches
1299,Issa Kaboré\c066d1a5,bf BFA,DF,Troyes,fr Ligue 1,20-358,2001,22.1,52.8,2.40,15.5,22.4,19.7,1.40,45.1,1.58,3.03,52.2,1.72,0.18,34.4,227.8,137.3,6.06,1.95,0.59,2.22,1.22,36.2,30.3,83.5,2.90,Matches
1300,Anton Kade\6d7598d5,de GER,MFDF,Hertha BSC,de Bundesliga,18-108,2004,0.9,54.4,1.11,15.6,18.9,24.4,4.44,43.3,0.00,5.56,0.0,0.00,0.00,27.8,114.4,86.7,5.56,1.11,1.11,2.22,1.11,31.1,23.3,75.0,2.22,Matches
1301,Pavel Kadeřábek\79c90e45,cz CZE,DF,Hoffenheim,de Bundesliga,30-010,1992,12.3,61.0,2.68,14.7,25.1,23.7,3.74,51.7,0.00,0.16,0.0,0.00,0.00,29.3,150.1,92.3,3.98,1.14,0.33,1.22,0.08,44.2,37.6,84.9,5.04,Matches
1302,Tino Kadewere\7d08063d,zw ZIM,FW,Lyon,fr Ligue 1,26-120,1996,5.6,43.4,0.18,4.64,20.0,23.0,5.89,42.3,1.25,1.96,63.6,1.25,0.00,28.0,142.0,81.1,4.29,1.25,1.07,2.50,1.96,46.4,31.1,66.9,8.39,Matches
1303,Florian Kainz\94c18565,at AUT,MFFW,Köln,de Bundesliga,29-193,1992,24.2,51.6,1.12,8.80,22.9,24.1,2.07,45.8,1.32,2.69,49.2,1.36,0.04,34.3,207.0,102.0,4.55,1.36,0.29,1.36,1.07,39.3,31.4,80.1,3.88,Matches
1304,Gaël Kakuta\5b1bf5e3,cd COD,MFFW,Lens,fr Ligue 1,30-318,1991,18.3,53.1,0.22,3.88,31.4,20.5,2.57,52.5,1.15,2.57,44.7,1.26,0.22,36.3,142.9,71.4,4.32,1.20,0.38,3.01,2.40,51.5,41.7,80.9,7.60,Matches
1305,Sasa Kalajdzic\15f24fe7,at AUT,FW,Stuttgart,de Bundesliga,24-302,1997,11.7,39.8,0.43,1.45,22.6,16.8,5.73,37.0,0.34,0.94,36.4,0.34,0.00,19.3,63.2,21.3,1.03,0.51,0.34,4.27,1.03,48.8,29.9,61.3,7.09,Matches
1306,Arnaud Kalimuendo\bf4c41f9,fr FRA,FW,Paris S-G,fr Ligue 1,20-104,2002,0.1,60.0,0.00,0.00,40.0,30.0,0.00,60.0,0.00,0.00,,0.00,0.00,50.0,430.0,260.0,20.0,10.0,0.00,0.00,0.00,90.0,50.0,55.6,0.00,Matches
1307,Arnaud Kalimuendo\bf4c41f9,fr FRA,FW,Lens,fr Ligue 1,20-104,2002,21.4,31.9,0.05,1.45,14.4,18.8,4.63,29.8,0.79,2.24,35.4,0.84,0.05,23.8,126.0,67.4,4.21,1.50,0.56,3.08,2.90,44.1,25.3,57.4,8.69,Matches
1308,Nikola Kalinić\d4931a5a,hr CRO,FW,Hellas Verona,it Serie A,34-120,1988,4.5,38.9,0.22,1.33,15.1,23.1,8.44,36.4,0.67,1.56,42.9,0.67,0.00,27.1,64.7,21.1,1.78,0.44,0.89,4.00,4.44,52.4,32.0,61.0,13.1,Matches
1309,Yayah Kallon\f95f49d2,sl SLE,FWMF,Genoa,it Serie A,20-309,2001,7.1,40.8,0.85,5.21,15.6,22.8,5.07,40.8,1.83,2.68,68.4,1.83,0.00,31.1,176.3,104.4,5.77,0.70,2.11,3.24,2.96,44.6,25.6,57.4,6.48,Matches
1310,Felix Kalu Nmecha\091c86e2,de GER,MFFW,Wolfsburg,de Bundesliga,21-207,2000,3.3,57.3,0.91,6.36,33.9,22.4,3.03,55.8,1.52,3.64,41.7,1.82,0.00,41.2,223.0,143.3,7.27,2.73,0.91,2.12,2.42,56.1,45.2,80.5,6.06,Matches
1311,Samuel Kalu\b8d22478,ng NGA,FWMF,Bordeaux,fr Ligue 1,24-252,1997,3.6,48.9,0.28,6.67,21.4,25.0,4.44,45.6,3.61,5.28,68.4,3.61,0.28,41.7,244.4,148.6,6.39,1.67,1.11,2.22,4.17,43.3,36.1,83.3,9.72,Matches
1312,Samuel Kalu\b8d22478,ng NGA,FWMF,Watford,eng Premier League,24-252,1997,0.5,16.0,2.00,6.00,6.00,6.00,0.00,16.0,2.00,2.00,100.0,2.00,0.00,12.0,88.0,70.0,6.00,2.00,0.00,0.00,0.00,28.0,12.0,42.9,2.00,Matches
1313,Pierre Kalulu\85f7d1be,fr FRA,DF,Milan,it Serie A,21-334,2000,18.6,65.9,5.97,30.3,31.8,9.19,0.81,61.9,0.11,0.43,25.0,0.16,0.05,41.7,257.6,125.1,3.33,1.18,0.05,0.70,0.38,42.7,41.6,97.4,0.91,Matches
1314,Daichi Kamada\15b287da,jp JPN,MFFW,Eint Frankfurt,de Bundesliga,25-273,1996,22.4,48.2,0.76,5.89,28.4,17.6,3.44,46.7,1.25,2.19,57.1,1.38,0.09,34.7,189.4,103.3,5.31,2.14,0.54,2.59,1.38,47.2,34.6,73.3,6.96,Matches
1315,Boubacar Kamara\cc77354e,fr FRA,MFDF,Marseille,fr Ligue 1,22-163,1999,27.9,89.5,3.08,22.5,56.1,14.8,1.36,87.1,0.43,0.65,66.7,0.47,0.11,60.7,238.4,112.5,4.34,0.97,0.07,0.39,0.97,71.8,68.8,95.9,1.83,Matches
1316,Hassane Kamara\19a12bed,ci CIV,MFDF,Nice,fr Ligue 1,28-061,1994,6.0,62.3,2.00,13.8,33.0,21.3,2.33,59.7,0.67,1.33,50.0,0.67,0.00,45.7,221.2,133.3,5.50,3.33,0.17,1.33,2.00,50.5,44.7,88.4,3.83,Matches
1317,Hassane Kamara\19a12bed,ci CIV,DF,Watford,eng Premier League,28-061,1994,15.9,66.4,4.78,30.6,29.6,9.75,0.57,55.9,1.01,1.89,53.3,1.07,0.06,34.8,182.2,83.0,2.52,0.88,0.13,0.57,0.57,31.6,29.3,92.6,0.88,Matches
1318,Kevin Kampl\b825a650,si SVN,MF,RB Leipzig,de Bundesliga,31-208,1990,19.2,77.0,2.14,16.8,50.4,15.5,0.78,74.4,0.68,1.09,61.9,0.73,0.05,58.1,298.9,136.0,5.21,1.72,0.26,0.52,0.83,60.2,57.3,95.2,1.46,Matches
1319,Jean-Armel Kana-Biyik\76a4233b,cm CMR,DF,Metz,fr Ligue 1,32-306,1989,6.2,57.6,8.71,38.4,21.8,0.97,0.16,55.8,0.32,0.48,66.7,0.32,0.00,36.6,159.0,61.0,0.81,0.32,0.00,0.00,0.32,34.7,34.5,99.5,0.32,Matches
1320,Nordine Kandil\c5908bc4,fr FRA,MFFW,Strasbourg,fr Ligue 1,20-186,2001,0.9,87.8,2.22,10.0,40.0,46.7,3.33,84.4,1.11,7.78,14.3,2.22,1.11,73.3,420.0,212.2,16.7,5.56,0.00,2.22,3.33,78.9,70.0,88.7,11.1,Matches
1321,Harry Kane\21a66f6a,eng ENG,FW,Tottenham,eng Premier League,28-281,1993,31.9,40.5,1.35,4.14,21.2,18.4,5.11,38.7,1.69,2.82,60.0,1.82,0.28,28.4,150.5,71.5,3.92,1.44,0.75,2.51,2.07,48.8,31.1,63.6,8.15,Matches
1322,Lee Kangin\8455ad90,kr KOR,MFFW,Mallorca,es La Liga,21-075,2001,15.2,50.5,0.66,6.38,25.7,21.4,1.71,44.5,2.24,3.75,59.6,2.57,0.00,37.2,157.1,67.8,3.82,1.12,0.33,2.17,2.76,42.3,34.2,80.9,3.16,Matches
1323,N'Golo Kanté\b9fbae28,fr FRA,MF,Chelsea,eng Premier League,31-037,1991,17.9,75.5,1.62,15.4,39.2,26.6,2.01,75.2,1.73,2.35,73.8,1.73,0.06,55.4,293.7,168.8,7.49,2.79,0.39,1.34,1.79,61.5,56.8,92.4,4.19,Matches
1324,Stefanos Kapino\62ba5881,gr GRE,GK,Arminia,de Bundesliga,28-048,1994,1.0,34.0,31.0,34.0,0.00,0.00,0.00,23.0,0.00,0.00,,0.00,0.00,17.0,137.0,88.0,0.00,0.00,0.00,0.00,0.00,11.0,11.0,100.0,0.00,Matches
1325,Atakan Karazor\5762be5c,de GER,MF,Stuttgart,de Bundesliga,25-204,1996,19.2,64.3,5.26,20.2,39.2,7.45,0.57,62.4,0.63,1.20,52.2,0.63,0.05,36.9,140.1,69.6,2.40,0.47,0.05,0.68,1.04,40.3,37.6,93.3,1.30,Matches
1326,Rick Karsdorp\9f84febe,nl NED,DF,Roma,it Serie A,27-083,1995,30.2,62.9,2.32,18.0,29.5,19.1,1.26,54.2,0.33,0.79,41.7,0.50,0.10,40.2,172.6,87.5,3.81,1.46,0.23,0.46,0.23,44.5,41.4,92.9,2.32,Matches
1327,Denso Kasius\7ae36711,nl NED,DF,Bologna,it Serie A,19-211,2002,1.8,83.9,2.78,20.0,40.6,30.6,2.22,75.6,1.67,4.44,37.5,1.67,0.00,52.8,313.3,203.9,8.89,2.22,2.22,2.78,1.11,54.4,50.0,91.8,6.11,Matches
1328,Grigoris Kastanos\2a82aa85,cy CYP,MFFW,Salernitana,it Serie A,24-095,1998,13.4,52.7,1.87,11.3,25.7,19.7,2.01,47.9,1.19,1.94,61.5,1.19,0.37,33.4,167.6,97.2,4.25,1.87,0.52,1.42,1.42,36.7,31.4,85.6,3.81,Matches
1329,Silas Katompa\de4cac2d,cd COD,MFFW,Stuttgart,de Bundesliga,23-211,1998,3.1,41.3,0.97,9.03,18.4,17.7,2.58,40.6,2.58,5.81,44.4,3.23,0.32,32.9,118.4,56.8,3.23,0.65,0.32,4.52,5.16,39.0,26.5,67.8,6.45,Matches
1330,Noah Katterbach\e27de4fa,de GER,DF,Köln,de Bundesliga,21-022,2001,0.2,75.0,5.00,20.0,25.0,30.0,0.00,55.0,5.00,10.0,50.0,5.00,0.00,50.0,105.0,40.0,0.00,0.00,0.00,0.00,0.00,40.0,30.0,75.0,0.00,Matches
1331,Eiji Kawashima\a4527d33,jp JPN,GK,Strasbourg,fr Ligue 1,39-046,1983,1.0,31.0,29.0,31.0,0.00,0.00,0.00,21.0,0.00,0.00,,0.00,0.00,17.0,68.0,42.0,0.00,0.00,0.00,0.00,0.00,15.0,15.0,100.0,0.00,Matches
1332,Edo Kayembe\f99b71de,cd COD,MF,Watford,eng Premier League,23-275,1998,5.0,62.4,3.40,17.0,39.4,11.0,0.60,60.8,0.60,1.60,37.5,0.60,0.00,42.6,267.6,133.2,5.20,1.20,0.00,0.60,1.00,39.4,36.6,92.9,1.80,Matches
1333,Moise Kean\3d50bcdb,it ITA,FW,Juventus,it Serie A,22-066,2000,10.0,33.3,0.50,4.70,15.4,15.6,5.00,32.9,1.60,2.90,55.2,1.70,0.20,22.0,102.0,52.2,2.30,0.60,1.30,3.90,2.40,42.7,25.1,58.8,6.80,Matches
1334,Moise Kean\3d50bcdb,it ITA,FW,Everton,eng Premier League,22-066,2000,0.0,2,0,0,2,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,1,3,2,66.7,0,Matches
1335,Michael Keane\c5b7c315,eng ENG,DF,Everton,eng Premier League,29-114,1993,27.2,48.7,7.79,26.6,22.7,1.91,0.77,47.8,0.18,0.26,71.4,0.18,0.00,24.6,139.0,62.4,1.69,0.26,0.00,0.22,0.11,26.5,25.7,97.1,0.18,Matches
1336,Ilan Kebbal\37d04e90,dz ALG,FWMF,Reims,fr Ligue 1,23-300,1998,18.9,54.4,0.74,7.46,28.6,23.8,2.43,51.5,1.85,2.91,63.6,2.01,0.00,42.2,228.3,127.6,6.72,2.59,0.42,2.28,2.06,49.7,40.2,80.8,5.08,Matches
1337,Wajdi Kechrida\11962fe7,tn TUN,DFMF,Salernitana,it Serie A,26-181,1995,10.6,39.8,2.45,10.9,17.4,14.7,1.70,35.5,0.28,0.47,60.0,0.28,0.09,24.4,144.0,85.2,3.68,1.70,0.47,0.85,0.75,27.3,22.3,81.7,1.32,Matches
1338,Thilo Kehrer\51dbeea9,de GER,DF,Paris S-G,fr Ligue 1,25-226,1996,15.8,80.9,6.84,30.3,45.3,9.87,1.14,78.0,0.25,0.38,66.7,0.25,0.00,59.6,251.5,117.0,3.73,0.82,0.13,0.32,0.51,65.5,63.4,96.7,1.46,Matches
1339,Habib Keita\cc588cbe,ml MLI,MFFW,Lyon,fr Ligue 1,20-089,2002,0.1,80.0,0.00,10.0,30.0,40.0,10.0,80.0,0.00,0.00,,0.00,0.00,40.0,90.0,40.0,0.00,0.00,0.00,0.00,0.00,90.0,80.0,88.9,0.00,Matches
1340,Naby Keïta\f25c8e3a,gn GUI,MF,Liverpool,eng Premier League,27-084,1995,11.1,73.1,1.08,10.3,43.2,24.0,2.61,71.8,0.99,1.71,57.9,1.08,0.09,52.2,247.9,144.0,7.30,2.07,0.63,1.80,0.90,59.5,52.7,88.5,2.88,Matches
1341,Yannik Keitel\d2c580ce,de GER,MF,Freiburg,de Bundesliga,22-079,2000,5.6,44.3,2.50,11.3,24.3,9.82,2.32,43.4,0.00,0.18,0.0,0.00,0.00,24.3,102.7,44.5,1.61,0.36,0.00,0.89,1.07,26.6,22.9,85.9,0.71,Matches
1342,Caoimhín Kelleher\62d7ef38,ie IRL,GK,Liverpool,eng Premier League,23-163,1998,2.0,47.0,36.0,47.0,0.00,0.00,0.00,37.5,0.00,0.00,,0.00,0.00,26.5,80.0,46.5,0.00,0.00,0.00,0.00,0.00,27.0,27.0,100.0,0.00,Matches
1343,Marc-Oliver Kempf\815c314f,de GER,DF,Hertha BSC,de Bundesliga,27-097,1995,9.7,50.3,6.60,27.8,23.2,2.78,1.03,47.6,0.21,0.21,100.0,0.21,0.00,26.4,146.5,68.7,1.13,0.31,0.00,0.31,0.41,26.9,26.4,98.1,0.10,Matches
1344,Marc-Oliver Kempf\815c314f,de GER,DF,Stuttgart,de Bundesliga,27-097,1995,9.3,75.2,9.89,30.0,41.2,7.53,1.83,72.3,0.43,0.54,80.0,0.43,0.00,44.4,224.7,125.4,3.98,1.29,0.11,0.86,0.32,47.8,46.3,96.9,0.43,Matches
1345,Jonjoe Kenny\099e666f,eng ENG,DF,Everton,eng Premier League,25-051,1997,9.8,52.8,3.16,14.8,25.9,14.3,1.02,44.4,0.31,0.92,33.3,0.31,0.10,28.0,111.8,56.2,2.76,1.12,0.31,0.41,0.41,28.9,26.7,92.6,1.12,Matches
1346,Dimitrios Keramitsis\6f30a1d5,gr GRE,DF,Roma,it Serie A,17-308,2004,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Matches
1347,Franck Kessié\05e19d6a,ci CIV,MF,Milan,it Serie A,25-137,1996,22.6,64.1,2.52,15.0,36.5,16.2,2.39,62.3,0.93,1.33,70.0,1.06,0.00,43.0,218.3,98.7,3.94,1.15,0.22,1.24,1.15,50.7,44.8,88.4,2.92,Matches
1348,Saîf-Eddine Khaoui\796b1c41,tn TUN,MFFW,Clermont Foot,fr Ligue 1,27-008,1995,8.4,51.4,0.60,5.60,26.3,21.5,3.21,46.7,1.43,1.55,92.3,1.43,0.00,28.9,117.7,51.9,3.21,0.83,0.24,1.79,1.19,41.0,34.4,84.0,6.90,Matches
1349,Wahbi Khazri\2677a1de,tn TUN,FWMF,Saint-Étienne,fr Ligue 1,31-086,1991,22.9,39.0,0.48,3.32,19.6,19.3,4.15,35.3,1.09,2.53,43.1,1.22,0.09,26.4,144.9,82.4,4.63,1.35,1.05,3.28,2.66,42.4,26.2,61.8,6.46,Matches
1350,Rani Khedira\59e4b92e,de GER,MF,Union Berlin,de Bundesliga,28-098,1994,28.7,41.0,1.36,9.79,25.1,7.49,0.84,40.3,0.59,0.77,77.3,0.66,0.03,21.1,90.6,36.5,1.71,0.28,0.10,0.59,0.73,25.5,21.8,85.5,1.18,Matches
1351,Kike\e897d8ba,es ESP,FW,Osasuna,es La Liga,32-161,1989,19.1,39.6,0.63,2.93,19.0,20.2,6.13,38.9,0.68,1.20,56.5,0.73,0.05,25.4,123.7,43.7,2.57,0.94,0.68,3.56,2.51,52.8,30.1,57.0,7.70,Matches
1352,Luca Kilian\610aa1e9,de GER,FW,Mainz 05,de Bundesliga,22-246,1999,0.0,1,0,0,0,1,0,1,0,0,,0,0,1,5,3,0,0,0,0,0,1,0,0.0,0,Matches
1353,Luca Kilian\610aa1e9,de GER,DF,Köln,de Bundesliga,22-246,1999,23.5,63.3,10.2,44.0,22.5,1.40,0.47,61.3,0.00,0.09,0.0,0.00,0.00,36.7,223.0,105.0,1.28,0.34,0.00,0.26,0.13,40.6,39.7,97.9,0.21,Matches
1354,Max Kilman\d0f72bf1,eng ENG,DF,Wolves,eng Premier League,24-347,1997,29.9,59.5,7.16,31.8,28.2,3.51,0.74,58.3,0.43,0.57,76.5,0.47,0.00,38.3,209.6,120.9,3.68,0.87,0.03,0.30,0.30,40.3,39.5,97.9,0.23,Matches
1355,Joshua Kimmich\49296448,de GER,MF,Bayern Munich,de Bundesliga,27-086,1995,25.6,103.9,2.85,23.5,59.0,27.9,1.25,92.8,0.82,1.33,61.8,0.82,0.20,65.7,321.1,147.1,4.65,1.60,0.08,0.98,0.94,75.2,71.3,94.7,2.54,Matches
1356,Presnel Kimpembe\aef6e670,fr FRA,DF,Paris S-G,fr Ligue 1,26-265,1995,26.6,86.7,9.96,33.5,55.6,2.86,0.45,84.6,0.23,0.30,75.0,0.26,0.00,64.7,352.4,196.3,4.77,0.49,0.08,0.26,0.19,70.1,69.1,98.7,0.23,Matches
1357,Joshua King\43458538,no NOR,FW,Watford,eng Premier League,30-110,1992,23.2,34.7,1.47,4.35,16.7,15.7,4.96,33.0,1.55,2.84,54.5,1.64,0.13,21.5,114.6,63.1,3.28,0.99,1.08,3.53,1.77,44.4,23.9,53.8,6.68,Matches
1358,Jakub Kiwior\dc3e663e,pl POL,MF,Spezia,it Serie A,22-079,2000,18.8,42.9,4.95,17.1,23.4,4.41,0.80,42.0,0.32,0.43,75.0,0.32,0.00,21.1,100.4,38.1,1.01,0.21,0.00,0.16,0.32,23.3,21.9,93.8,0.16,Matches
1359,Sofian Kiyine\ce1806be,ma MAR,MFFW,Venezia,it Serie A,24-215,1997,12.8,52.4,1.72,13.0,29.2,17.4,1.33,48.4,4.06,5.47,74.3,4.30,0.08,40.5,258.7,150.5,6.64,2.50,0.78,1.64,3.13,38.7,33.2,85.9,2.11,Matches
1360,Simon Kjær\8b8a56ce,dk DEN,DF,Milan,it Serie A,33-040,1989,8.9,61.9,10.9,31.5,32.4,1.91,0.79,59.9,0.11,0.11,100.0,0.11,0.00,39.0,196.6,105.5,2.13,0.11,0.00,0.11,0.11,41.8,41.2,98.7,0.00,Matches
1361,Kristoffer Klaesson\3f70db80,no NOR,GK,Leeds United,eng Premier League,21-159,2000,0.4,35.0,30.0,35.0,0.00,0.00,0.00,27.5,0.00,0.00,,0.00,0.00,12.5,70.0,27.5,0.00,0.00,0.00,0.00,0.00,10.0,10.0,100.0,0.00,Matches
1362,Philipp Klement\0cddeaa7,de GER,MFFW,Stuttgart,de Bundesliga,29-238,1992,3.8,81.1,2.11,16.8,46.3,24.5,1.84,71.8,1.58,2.37,66.7,1.58,0.26,52.9,325.0,131.1,4.74,2.37,0.00,1.32,0.79,64.7,55.8,86.2,4.21,Matches
1363,Mateusz Klich\282679b4,pl POL,MF,Leeds United,eng Premier League,31-326,1990,21.2,53.3,1.56,11.6,27.0,17.9,2.74,51.9,0.85,1.32,64.3,0.94,0.05,35.4,190.9,92.2,4.53,1.51,0.28,0.94,1.18,43.6,35.6,81.6,5.71,Matches
1364,Thibault Klidje\db013c7d,tg TOG,DFFW,Bordeaux,fr Ligue 1,20-299,2001,0.8,70.0,0.00,5.00,22.5,50.0,11.3,65.0,5.00,12.5,40.0,6.25,0.00,57.5,335.0,187.5,17.5,2.50,6.25,2.50,2.50,57.5,47.5,82.6,21.3,Matches
1365,Mateo Klimowicz\2b7c56b4,de GER,FWMF,Stuttgart,de Bundesliga,21-303,2000,6.7,39.3,0.45,5.22,20.3,16.7,2.39,38.1,1.19,3.28,36.4,1.49,0.00,29.1,172.7,102.5,4.78,2.09,0.45,1.94,0.75,42.4,29.0,68.3,5.37,Matches
1366,Fabian Klos\e21042ae,de GER,FW,Arminia,de Bundesliga,34-154,1987,15.8,39.4,1.84,4.05,19.5,17.2,4.81,37.8,0.63,0.95,66.7,0.63,0.00,16.2,56.1,24.6,1.46,0.25,0.32,2.91,1.27,51.5,29.2,56.7,5.38,Matches
1367,Lukas Klostermann\ca8033cb,de GER,DF,RB Leipzig,de Bundesliga,25-337,1996,17.3,66.2,7.11,29.4,31.4,8.90,1.21,62.6,0.12,0.29,40.0,0.17,0.00,38.4,176.1,82.9,2.54,0.64,0.06,0.23,0.17,43.8,42.3,96.4,0.81,Matches
1368,Justin Kluivert\4c3a6744,nl NED,MF,Nice,fr Ligue 1,23-000,1999,18.1,44.0,0.88,5.75,18.1,25.0,2.54,38.1,1.60,3.54,45.3,1.82,0.22,29.9,212.9,140.8,6.35,2.49,0.66,1.55,1.82,36.6,28.4,77.5,5.19,Matches
1369,Lukas Klünter\92948149,de GER,DF,Hertha BSC,de Bundesliga,25-344,1996,2.2,51.8,2.27,16.4,29.5,9.09,0.91,42.3,1.82,3.18,57.1,1.82,0.45,30.0,146.4,79.1,2.73,0.91,0.00,0.91,1.36,28.6,27.7,96.8,1.36,Matches
1370,Ansgar Knauff\19a967ab,de GER,FWMF,Dortmund,de Bundesliga,20-115,2002,1.3,50.0,1.54,11.5,17.7,23.8,4.62,50.0,3.08,8.46,36.4,3.85,0.00,30.8,130.0,63.1,4.62,0.77,1.54,3.08,0.77,46.2,33.1,71.7,7.69,Matches
1371,Ansgar Knauff\19a967ab,de GER,DFFW,Eint Frankfurt,de Bundesliga,20-115,2002,7.4,54.5,1.62,11.6,25.0,22.8,3.78,46.9,1.89,2.97,63.6,2.16,0.14,32.4,241.6,162.8,8.38,2.43,0.68,1.76,0.95,36.9,31.8,86.1,3.65,Matches
1372,Robin Knoche\6bd5cd5d,de GER,DF,Union Berlin,de Bundesliga,29-348,1992,31.0,62.8,7.77,38.5,27.4,1.61,0.61,61.4,0.32,0.42,76.9,0.35,0.00,36.9,210.0,109.7,1.87,0.23,0.00,0.26,0.29,37.4,36.7,98.3,0.10,Matches
1373,Gregor Kobel\cd59b9df,ch SUI,GK,Dortmund,de Bundesliga,24-150,1997,28.5,38.8,33.9,38.7,0.11,0.00,0.00,30.8,0.04,0.04,100.0,0.04,0.00,21.5,85.9,36.6,0.00,0.00,0.00,0.07,0.00,19.9,19.9,99.6,0.00,Matches
1374,Robin Koch\ea6bc03a,de GER,MFDF,Leeds United,eng Premier League,25-292,1996,13.7,48.8,6.35,22.0,23.4,5.11,0.73,48.2,0.22,0.29,75.0,0.22,0.00,24.3,94.4,45.8,1.09,0.44,0.07,0.29,0.44,29.0,27.3,94.2,0.36,Matches
1375,Samuel Koeberlé\6751b938,fr FRA,MF,Reims,fr Ligue 1,17-160,2004,0.0,1,0,0,0,1,0,1,0,0,,0,0,1,7,0,0,0,0,0,0,1,1,100.0,0,Matches
1376,Philippe Koffi\9f1c2822,fr FRA,FW,Reims,fr Ligue 1,20-057,2002,4.2,35.0,0.95,2.86,15.7,18.6,5.48,33.8,1.19,1.90,62.5,1.43,0.00,24.0,105.2,59.8,2.86,0.71,0.95,4.29,1.67,49.5,24.8,50.0,9.05,Matches
1377,Dominik Kohr\0fbecd11,de GER,MF,Mainz 05,de Bundesliga,28-094,1994,15.9,57.8,2.52,14.0,35.5,10.8,1.26,56.5,0.44,0.57,77.8,0.44,0.00,29.2,114.3,62.1,2.14,0.82,0.06,0.75,0.57,37.0,33.3,90.0,1.76,Matches
1378,Koba Koindredi\3a58d075,fr FRA,MF,Valencia,es La Liga,20-190,2001,2.0,41.5,3.00,12.0,21.0,11.0,1.50,41.0,0.00,0.50,0.0,0.00,0.00,19.0,132.0,94.0,4.00,2.00,0.00,0.50,3.50,26.5,22.0,83.0,2.50,Matches
1379,Koke\55126f3b,es ESP,MF,Atlético Madrid,es La Liga,30-117,1992,23.9,74.7,2.38,16.5,46.2,16.2,1.05,72.8,0.50,0.84,60.0,0.50,0.04,52.6,195.2,104.8,4.23,1.09,0.08,0.63,1.00,61.8,57.9,93.7,1.59,Matches
1380,Aleksandr Kokorin\fec5accc,ru RUS,FWMF,Fiorentina,it Serie A,31-047,1991,0.6,58.3,0.00,3.33,31.7,25.0,5.00,56.7,3.33,5.00,66.7,3.33,0.00,43.3,165.0,26.7,3.33,0.00,1.67,10.0,0.00,83.3,51.7,62.0,13.3,Matches
1381,Aleksandar Kolarov\eda40760,rs SRB,DF,Inter,it Serie A,36-176,1985,0.5,84.0,10.0,36.0,44.0,16.0,0.00,84.0,0.00,4.00,0.0,2.00,0.00,66.0,372.0,248.0,12.0,2.00,0.00,0.00,0.00,74.0,72.0,97.3,0.00,Matches
1382,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,eng Premier League,28-319,1993,1.0,27.0,8.00,19.0,8.00,0.00,0.00,25.0,0.00,0.00,,0.00,0.00,10.0,30.0,15.0,0.00,0.00,0.00,0.00,0.00,8.00,7.00,87.5,0.00,Matches
1383,Sead Kolašinac\3935e52e,ba BIH,DF,Marseille,fr Ligue 1,28-319,1993,4.5,57.1,2.22,13.8,26.2,20.2,2.22,51.1,0.22,0.67,33.3,0.22,0.00,35.1,154.0,85.8,5.11,2.00,0.89,1.33,1.33,41.3,36.7,88.7,3.11,Matches
1384,Randal Kolo Muani\c0b3669f,fr FRA,FW,Nantes,fr Ligue 1,23-151,1998,30.8,32.3,1.27,3.21,14.0,17.7,5.45,31.6,1.43,3.05,46.8,1.56,0.10,21.9,119.2,84.3,4.22,1.40,1.20,3.08,2.82,43.1,23.3,54.0,6.17,Matches
1385,Timothée Kolodziejczak\ab096c6f,fr FRA,DF,Saint-Étienne,fr Ligue 1,30-216,1991,28.5,65.1,6.04,27.2,32.0,9.86,0.88,57.4,0.11,0.21,50.0,0.11,0.00,34.9,173.8,107.3,2.70,1.19,0.00,0.46,0.28,40.7,37.5,92.2,0.84,Matches
1386,Ghislain Konan\6b2c894b,ci CIV,DF,Reims,fr Ligue 1,26-129,1995,26.9,60.1,3.23,20.1,29.9,15.6,1.00,49.8,1.67,3.27,51.1,1.90,0.07,37.4,221.7,138.9,5.80,2.01,0.41,1.38,0.93,37.2,33.3,89.4,1.86,Matches
